ID subject;vignette;Verständnisfrage;Frage 1;Nachfrage 1;Nachfrage 2;Nachfrage 3;Nachfrage 4;Bemerkung;Emotion;Reduction;Modifikator;Negation;Kodierer;Problem
7281;10;Auto;wütend;;;;;;wütend;wütend;;;E.T.;
7118;1;Hochwassernachrichten, die finde ich gruselig;ängstlich;;;;;;ängstlich;ängstlich;;;BS;2.0
7118;2;durchgefahren;traurig;;;;;;traurig;traurig;;;E.T.;
7118;3;Mama räumt Schokolade oben in den Schrank;traurig;;;;;;traurig;traurig;;;E.T.;
7118;4;macht ein schläfchen;besorgt;;;;;;besorgt;besorgt;;;E.T.;
7118;5;in Mutters Armen;sicher, geborgen;;;;;;geborgen;geborgen;;;E.T.;
7118;6;Schimmel;traurig;;;;;;traurig;traurig;;;E.T.;
7118;7;für seinen Geburtstag;freut sich;;;;;;freut sich;Freude;;;BS;2.0
7118;8;weil es ihm peinlich ist;peinlich;;;;;;peinlich;peinlich;;;E.T.;
7118;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
7118;10;Auto;wütend;;;;;;wütend;wütend;;;E.T.;
1273;1;Monsterfilm;er hat Angst;;;;;;Angst;ängstlich;;;E.T.;
1273;2;er ist kaputt;er ist traurig;;;;;;traurig;traurig;;;E.T.;
1273;3;Schokolade;er fühlt sich fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
1273;4;sie spielt nicht mehr;hat Angst, dass sie krank ist;;;;;;Angst;ängstlich;;;E.T.;
1273;5;auf den Armen seiner Mutter;er ist fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
1273;6;er ist verschimmelt;nicht schön;;er wollte es essen;;;;nicht schön;negativ;;;BS;2.0
1273;7;zum Geburtstag;schön;;fröhlich;;;;fröhlich;fröhlich;;;BS;2.0
1273;8;weil seine Hose offen ist;die anderen lachen über ihn;;bisschen traurig;;;;bisschen traurig;traurig;bisschen;;E.T.;
1273;9;den Igel;sauer;;;;;;sauer;sauer;;;E.T.;
1273;10;Lego;nicht schön;;nicht schön;;;;nicht schön;negativ;;;BS;2.0
7674;1;Monsterfilm;er hat Angst;;;;;;Angst;ängstlich;;;E.T.;
7674;2;auf der Straße verloren + Auto ist drüber gefahren;traurig;;;;;;traurig;traurig;;;E.T.;
7674;3;Schokolade;traurig;;;;;;traurig;traurig;;;E.T.;
7674;4;will nicht mehr spielen;traurig;;;;;;traurig;traurig;;;E.T.;
7674;5;im Arm seiner Mama;glücklich;;;;;;glücklich;glücklich;;;E.T.;
7674;6;Fleck Schimmel ;traurig;;;;;;traurig;traurig;;;E.T.;
7674;7;weil sein Geburtstag ist;glücklich;;;;;;glücklich;glücklich;;;E.T.;
7674;8;weil seine Hose offen ist;ich weiß es nicht;;;;;;99;99;;;BS;3.0
7674;9;ein Igel;traurig;;;;;;traurig;traurig;;;E.T.;
7674;10;Legomodell auf dem Kasten;traurig;;;;;;traurig;traurig;;;E.T.;
3240;1;Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
3240;2;kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
3240;3;Mama Schokolade ins Regal räumen;-;;;;;;99;99;;;BS;3.0
3240;4;will nicht mehr spielen;traurig;;;;;;traurig;traurig;;;E.T.;
3240;5;im Arm der Mutter;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
3240;6;Schimmel;ekelt sich;;;;;;ekelt sich;Ekel;;;E.T.;
