ID subject;vignette;Verständnisfrage;Frage 1;Nachfrage 1;Nachfrage 2;Nachfrage 3;Nachfrage 4;Bemerkung;Emotion;Reduction;Modifikator;Negation;Kodierer;Problem
5332;7;zum Geburtstag;er freut sich über dieses tolle Geschenk;;;;;;freut sich;Freude;;;BS;2.0
5332;8;weil er Angst hat, dass jemand ihn sieht;weiß ich nicht so genau;;;;;;Angst;ängstlich;;;BS;2.0
5332;9;den Igel;er ist traurig, dass er ihn nicht fotografieren konnte;;;;;;traurig;traurig;;;E.T.;
5332;10;das Bild dass auf der Packung ist;er ärgert sich;;;;;;ärgert sich;Ärger ;;;E.T.;
5876;1;Monsterfilm;traurig oder sie hat Angst;;;;;;Angst;ängstlich;;;BS;2.0
5876;2;kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
5876;3;Lecker;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
5876;4;krank;weiß nicht;;;;;;99;99;;;BS;3.0
5876;5;Mamas Arm;weiß ich nicht;;;;;;99;99;;;BS;3.0
5876;6;Kerze;schlecht;;sauer;;;;sauer;sauer;;;BS;2.0
5876;7;weil Weihnachten ist der Geburtstag;weiß nicht;;;;;;99;99;;;BS;3.0
5876;8;weil Hose auf ist;weiß ich nicht;;;;;;99;99;;;BS;3.0
5876;9;den Igel;sauer;;;;;;sauer;sauer;;;E.T.;
5876;10;den LKW;traurig;;;;;;traurig;traurig;;;E.T.;
3435;1;Monsterfilm;ängstlich, Angst;;;;;;ängstlich;ängstlich;;;BS;2.0
3435;2;Auto darüber + kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
3435;3;Schokolade;weiß nicht;;;;;;99;99;;;BS;3.0
3435;4;wn., krank;traurig;;;;;2x Frage gestellt;traurig;traurig;;;E.T.;
3435;5;im Arm;toll;;weil in Mamas Arm;;;;toll;positiv;;;E.T.;
3435;6;Schimmel;traurig;;;;;2x Frage gestellt;traurig;traurig;;;E.T.;
3435;7;Geburtstag;toll;;fröhlich;;;;fröhlich;fröhlich;;;BS;2.0
3435;8;Hose offen;weiß nicht;;;;;;99;99;;;BS;3.0
3435;9;Igel;traurig;;;;;;traurig;traurig;;;E.T.;
3435;10;Spielzeug;nicht gut;;?;;;;nicht gut;negativ;;;BS;2.0
1625;1;Gruselfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
1625;2;nicht kaputt gegangen;traurig;;;;;;traurig;traurig;;;E.T.;
1625;3;wie die Schokolade reingemacht wird;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
1625;4;einfach nur müde;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
1625;5;im Arm;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
1625;6;Fleck Schimmel ;weiß nicht;;;;;;99;99;;;BS;3.0
1625;7;was von Lidl?;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
1625;8;Hose offen;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
1625;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
1625;10;Legoauto;traurig;;;;;;traurig;traurig;;;E.T.;
8816;1;Gruseligen;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
8816;2;kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
8816;3;wie Mama Schoko in Schrank legt;froh;;;;;;froh;froh;;;E.T.;
8816;4;hat keine Lust zum Spielen;traurig;;;;;;traurig;traurig;;;BS;2.0
8816;5;im Schoß seiner Mutter;froh;;;;;;froh;froh;;;E.T.;
8816;6;Eine Kerze;? weiß nicht;;;;;;99;99;;;BS;3.0
8816;7;zum Geburtstag;froh;;;;;;froh;froh;;;E.T.;
8816;8;weil er de Kerze anzünden darf;traurig;;;;;;traurig;traurig;;;E.T.;
8816;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
8816;10;sein Legomodell;wütend;;;;;;wütend;wütend;;;E.T.;
9444;1;einen gruseligen;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
9444;2;ist kaputt;nicht gut;;traurig;;;;traurig;traurig;;;BS;2.0
9444;3;wie Mama Schokolade in den Kühlschrank räumt;traurig;;;;;;traurig;traurig;;;E.T.;
9444;4;krank;nicht gut;;weiß nicht;;;;nicht gut;negativ;;;BS;2.0
9444;5;bei der Mama;wuselig;;sicher;;;;99;99;;;BS;3.0
9444;6;Schimmel;traurig;;;;;;traurig;traurig;;;E.T.;
9444;7;weil sie Geburtstag hat;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
9444;8;weil sie sich ängstlich fühlt;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
9444;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
9444;10;das, was auf der Schachtel war;nicht gut;;weiß nicht;;;;nicht gut;negativ;;;BS;2.0
5481;1;Gruselfilm;nicht glücklich;;;;;;nicht glücklich;negativ;;;BS;2.0
5481;2;kaputt;schlecht;;;;;;schlecht;negativ;;;E.T.;
5481;3;weiß nicht;?;;;;;;99;99;;;BS;3.0
5481;4;weiß nicht;weiß nicht;;;;;;99;99;;;BS;3.0
5481;5;auf der Mama;weiß nicht;;;;;;99;99;;;BS;3.0
5481;6;Kerze;Bäh;;;;;;99;99;;;BS;3.0
5481;7;Geburtstag;nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
5481;8;weiß nicht;weiß nicht;;;;;;99;99;;;BS;3.0
5481;9;Igel;weiß nicht;;;;;;99;99;;;BS;3.0
5481;10;Legoauto;weiß nicht;;;;;;99;99;;;BS;3.0
1031;1;Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
1031;2;kaputtgegangen;traurig;;;;;;traurig;traurig;;;E.T.;
1031;3;Schokolade;froh;;;;;;froh;froh;;;E.T.;
1031;4;mag nicht mehr spielen;traurig;;;;;;traurig;traurig;;;E.T.;
1031;5;in Mamas Arm;froh;;;;;;froh;froh;;;E.T.;
1031;6;Schimmel;weiß nicht;;;;;;99;99;;;BS;3.0
1031;7;hat Geburtstag;froh;;;;;;froh;froh;;;E.T.;
1031;8;Hose kaputt gegangen;traurig;;;;;;traurig;traurig;;;E.T.;
1031;9;Igel;traurig;;;;;;traurig;traurig;;;E.T.;
1031;10;ein Auto;genervt;;;;;;genervt;genervt;;;E.T.;
4500;1;über Monster;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
4500;2;kaputtgegangen;traurig;;;;;;traurig;traurig;;;E.T.;
4500;3;Wie Mama ein Tafel Schoko... ganz oben in den Schrank tut;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
4500;4;will nicht mehr spielen;traurig;;;;;;traurig;traurig;;;E.T.;
4500;5;im Arm von ihrer Mutter;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
4500;6;einen Schimmelfleck;sauer;;;;;;sauer;sauer;;;E.T.;
4500;7;zu ihrem Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
4500;8;weil ihre Hose offen ist;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
4500;9;einen Igel;sauer;;;;;;sauer;sauer;;;E.T.;
4500;10;ein Spielzeugmodell, was auf der Schachtel war;wütend ;;;;;;wütend;wütend;;;E.T.;
3103;1;ein Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
3103;2;der wurde plattgefahren + jetzt ist er kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
3103;3;dass seine Mama Schokol. in den Schrank packt;glücklich;;;;;;glücklich;glücklich;;;E.T.;
3103;4;sie will seit 2 Tagen nicht mehr spielen;traurig;;;;;;traurig;traurig;;;E.T.;
3103;5;im Arm seiner Mutter;gut;;gut;;;;gut;positiv;;;E.T.;
3103;6;ein großes Stück Schimmel;dass man es nicht mag;;;;;;99;99;;;BS;3.0
3103;7;weil er Geburtstag hat;glücklich;;;;;;glücklich;glücklich;;;E.T.;
3103;8;weil seine Hose offen steht;gar nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
3103;9;ein Stacheltier;gar nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
3103;10;das Modell auf der Schachtel;wütend;;;;;;wütend;wütend;;;E.T.;
6168;1;weiß nicht -> weiß nicht --> Monster;Angst;;;;;"2x; Kind hört keinen Ton --> nochmal abgespielt";Angst;ängstlich;;;E.T.;
6168;2;Auto überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
6168;3;Schokolade;hungrig;;;weiß nicht;;;99;99;;;BS;3.0
6168;4;will nicht mehr spielen;weiß nicht;;;;;ab da funktioniert alles;99;99;;;BS;3.0
6168;5;bei seiner Mutter;weiß nicht;;;;;;99;99;;;BS;3.0
6168;6;Schimmel ;schimmelig;;;eklig;;;eklig;Ekel;;;E.T.;
6168;7;Geburtstag;gut;;geschenkreich;;;;gut;positiv;;;E.T.;
6168;8;Hose steht offen;Angst, traurig, wütend;;;;Angst;;Angst;ängstlich;;;BS;2.0
6168;9;Igel;weiß nicht;;;;;;99;99;;;BS;3.0
6168;10;Sein Spielzeug;Spielzeugmäßig, Spielzeugfußend;;;;;;99;99;;;BS;3.0
4542;1;Gruselfilm;gruselig;;;;;;gruselig;Grusel;;;E.T.;
4542;2;ist auf die Straße gefallen + überfahren von LKW;traurig;;;;;;traurig;traurig;;;E.T.;
4542;3;die Tafel Schokolade;hungrig;;/;;;;99;99;;;BS;3.0
4542;4;will nicht mehr spielen + sich ausruhen;schlecht;;/;;;;schlecht;negativ;;;E.T.;
4542;5;bei seiner Mutter;gut;;/;;;;gut;positiv;;;E.T.;
4542;6;Schimmel;schlecht;;/;;;;schlecht;negativ;;;E.T.;
4542;7;zu seinem Geburtstag;gut;;/;;;;gut;positiv;;;E.T.;
4542;8;weil seine Hose aufgeplatzt ist;schlecht;;/;;;;schlecht;negativ;;;E.T.;
4542;9;Igel;sauer;;;;;;sauer;sauer;;;E.T.;
4542;10;ein Spielzeugauto;betrogen;;/;;;;99;99;;;BS;3.0
8405;1;Monster;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
8405;2;ist kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
8405;3;die Schokolade;möchte Schoko unbedingt haben;;;aufgeregt;;;aufgeregt;aufgeregt;;;E.T.;
8405;4;möchte nicht mehr spielen;traurig;;;;;;traurig;traurig;;;E.T.;
8405;5;auf Mamas Schoß;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
8405;6;Schimmel ;traurig;;;;;;traurig;traurig;;;E.T.;
8405;7;Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
8405;8;ihre Hose offen;Schämlich;;;;;;schämlich;Scham;;;E.T.;
8405;9;Igel;wütend + traurig;;;;wütend;;wütend;wütend;;;BS;2.0
8405;10;das, was auf der Schachtel war;wütend + traurig;;;;wütend;;wütend;wütend;;;BS;2.0
6737;1;Monster-Film;schlecht;;er hat Angst;;;;Angst;ängstlich;;;BS;2.0
6737;2;er ist auf die Straße gefallen;traurig;;;;;;traurig;traurig;;;E.T.;
6737;3;die Schokolade;gut;;er will die Schokolade heben;weiß ich nicht ;;;gut;positiv;;;E.T.;
6737;4;sie schläft nur;er hat Angst;;;;;;Angst;ängstlich;;;E.T.;
6737;5;auf Mamas Schoß;gut;;es kann ihm keiner weh tun;weiß nicht;;;gut;positiv;;;E.T.;
6737;6;riesen Fleck Schimmel;schlecht;;weiß nicht;;;;schlecht;negativ;;;E.T.;
6737;7;weiß nicht;weiß nicht;weiß nicht;;;;2x;99;99;;;BS;3.0
6737;8;-;-;;;;;"Pause; Abbruch, Kind hat keine Lust mehr";99;99;;;BS;3.0
6737;9;-;-;;;;;;99;99;;;BS;3.0
6737;10;-;-;;;;;;99;99;;;BS;3.0
6444;1;gruseliger Film;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
6444;2;Laster hat ihn überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
6444;3;Mutter räumt Schokolade in den Schrank ;glücklich;;;;;;glücklich;glücklich;;;E.T.;
6444;4;will schlafen;nachdenklich;;schlecht;nicht sehr wohl;;;schlecht;negativ;;;BS;2.0
6444;5;bei ihrer Mama;gut;;toll;glücklich;;;glücklich;glücklich;;;BS;2.0
6444;6;Schimmel;schlecht;;nicht gut;;;;schlecht;negativ;;;BS;2.0
6444;7;zum Geburtstag;glücklich;;;;;;glücklich;glücklich;;;E.T.;
6444;8;weil ihre Hose offen ist;nicht so gut;;schlecht;;;;nicht so gut;negativ;so;nicht;BS;2.0
6444;9;einen Igel;wütend;;;;;;wütend;wütend;;;E.T.;
6444;10;bekommt ein Modell nicht hin;schlecht;;gut;;;;schlecht;negativ;;;BS;2.0
644;1;Gruselfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
644;2;überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
644;3;Schokolade;aufgeregt;;;;;;aufgeregt;aufgeregt;;;E.T.;
644;4;schläft einfach nur;nicht sicher;;als würde ich an etwas denken, das nicht zu denken ist;als würde man verrückt;;;99;99;;;BS;3.0
644;5;im Schoss ihrer Mama;schön;;freut sich;;;;freut sich;Freude;;;BS;2.0
644;6;Schimmel;eklig;;;;;;eklig;Ekel;;;E.T.;
644;7;weiß nicht -> Geburtstag;fröhlich;;;;;2x ;fröhlich;fröhlich;;;E.T.;
644;8;Hose offen;peinlich;;;;;;peinlich;peinlich;;;E.T.;
644;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
644;10;Legoauto;nicht gut;;wütend;;;;wütend;wütend;;;BS;2.0
3519;1;Gruselfilm;hat Angst;;;;;;Angst;ängstlich;;;E.T.;
3519;2;er ist kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
3519;3;die Schokolade;fröhlich, aufgeregt;;;;;;aufgeregt;aufgeregt;;;BS;2.0
3519;4;hat eine Maus gefressen;nicht so gut, ich weiß nicht genau wie ich das sagen soll;;;;;;99;99;;;BS;2.0
3519;5;auf dem Schoß seiner Mutter;wohl, sicher;;;;;;wohl;positiv;;;E.T.;
3519;6;Schimmel;nicht so;;;;;;nicht so;negativ ;;;E.T.;
3519;7;weil er Geburtstag hat;froh;;;;;;froh;froh;;;E.T.;
3519;8;weil seine Hose offen ist;peinlich;;;;;;peinlich;peinlich;;;E.T.;
3519;9;den Igel;gemein, wütend;;;;;;wütend;wütend;;;E.T.;
3519;10;ein Spielzeugauto;doof;;;;;;doof;negativ;;;E.T.;
8996;1;mit einem Monster;Angst haben;;;;;;Angst;ängstlich;;;E.T.;
8996;2;kaputt, Laster hat platt gefahren;traurig;;;;;;traurig;traurig;;;E.T.;
8996;3;Schokoladentafel;glücklich;;;;;;glücklich;glücklich;;;E.T.;
8996;4;will seit 2 Tagen nicht spielen;angst, traurig;;;;;;Angst;ängstlich;;;BS;2.0
8996;5;im Arm ihrer Mutter;beschützt, glücklich;;;;;;glücklich;glücklich;;;E.T.;
8996;6;Schimmel;Ekel;;;;;;Ekel;Ekel;;;E.T.;
8996;7;Geburtstag;glücklich;;;;;;glücklich;glücklich;;;E.T.;
8996;8;wenn es jemand gesehen hat;sie schämt sich;;;;;;schämt sich;Scham;;;BS;2.0
8996;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
8996;10;was auf der Packung drauf ist;sauer, traurig;;;;;;sauer;sauer;;;BS;2.0
1551;1;Monster-Film;Angst;;;;;Mutter mit im Raum;Angst;ängstlich;;;E.T.;
1551;2;ist ihr runtergefallen;Angst;;;;;;Angst;ängstlich;;;E.T.;
1551;3;hat eine Tafel Schokolade gesehen;freut sich;;;;;;freut sich;Freude;;;BS;2.0
1551;4;will nicht mehr spielen;macht sich Sorgen;;;;;;Sorgen;besorgt;;;E.T.;
1551;5;in Mamas Arm;mag die Mama;fühlt sich gut;nein;;;;gut;positiv;;;E.T.;
1551;6;Schimmel;nicht gut;;kann nicht genauer beschreiben;;;;nicht gut;negativ;;;BS;2.0
1551;7;hat Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
1551;8;weil ihre Hose offen war;Angst;;;;;;Angst;ängstlich;;;E.T.;
1551;9;den Igel;böse;;;;;;böse;negativ;;;E.T.;
1551;10;was auf der Schachtel ist;böse;;;;;;böse;negativ;;;E.T.;
7470;1;Monster;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
7470;2;überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
7470;3;Mama Schokolade auspackt;gut;;;;;;gut;positiv;;;E.T.;
7470;4;nicht mit ihr spielen;nicht so gut;;;;;;nicht so gut;negativ;so;nicht;BS;2.0
7470;5;im Arm;gut;;;;;;gut;positiv;;;E.T.;
7470;6;Schimmel;ekelig;;;;;;ekelig;Ekel;;;E.T.;
7470;7;Geburtstag;sehr gut;;;;;;sehr gut;positiv;sehr;;E.T.;
7470;8;Hose offen;nicht so;;;;;;nicht so;negativ ;;;E.T.;
7470;9;Igel;sauer;;;;;;sauer;sauer;;;E.T.;
7470;10;Fahrzeug;nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
997;1;Monsterflm;hat Angst;;;;;;Angst;ängstlich;;;E.T.;
997;2;der Laster ist drüber gefahren;traurig;;;;;;traurig;traurig;;;E.T.;
997;3;die Schokolade;ich mag die haben, geb mir die sofort runter;;;;;;99;99;;;BS;3.0
997;4;die ist müde;traurig;;;;;;traurig;traurig;;;E.T.;
997;5;bei Mama auf dem Schoß;Freude;;;;;;Freude;Freude;;;E.T.;
997;6;der ist schimmelig;bäh;;;;;2 geschaut;99;99;;;BS;3.0
997;7;Zum Geburtstag ;Freude;;;;;;Freude;Freude;;;E.T.;
997;8;ich habs nicht gehört;weiß nicht;;;;;2x gesehen;99;99;;;BS;3.0
997;9;Igel;wütend;;;;;2x;wütend;wütend;;;E.T.;
997;10;das Auto;traurig;;;;;2x;traurig;traurig;;;E.T.;
2474;1;Gruselfim;das Kind hat Angst;;;;;;Angst;ängstlich;;;E.T.;
2474;2;da kam ein Laster und hat ihren Teddy überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
2474;3;dass ihre Mama Schokolade eingekauft hat;er möchte die Schokolade unbedingt haben, fröhlich und will die Schokolade essen;;;;;;fröhlich;fröhlich;;;E.T.;
2474;4;die Katze spielt nicht;besorgt;;;;;;besorgt;besorgt;;;E.T.;
2474;5;bei ihrer Mama;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
2474;6;was stinkendes;ob sie es essen soll oder nicht;;;nicht essen;;;99;99;;;BS;3.0
2474;7;zu ihrem Geburtstag;schön, fröhlich;;;;;;fröhlich;fröhlich;;;BS;2.0
2474;8;weil es (die Kerze anzünden) nicht so geklappt hat ;ein bisschen sauer;;;;;;ein bisschen sauer;sauer;ein bisschen;;BS;2.0
2474;9;die wollt von dem Igel ein Foto machen;traurig, dass sie den Igel nicht fotografieren kann;;;;;;traurig;traurig;;;E.T.;
2474;10;das (Spielzeug)auto;sauer, dass sie es nicht geschafft hat;;;;;;sauer;sauer;;;E.T.;
6963;1;Monsterfilm;hat große Angst;;;;;;Angst;ängstlich;;;E.T.;
6963;2;kaputt gegangen;ganz traurig;;;;;;ganz traurig;traurig;ganz;;E.T.;
6963;3;Schokolade;freut sich;;;;;;freut sich;Freude;;;BS;2.0
6963;4;vielleicht krank;verzweifelt;;;;;;verzweifelt;verzweifelt;;;E.T.;
6963;5;In Armen von Mutter;ist ganz froh;;;;;;ganz froh;froh;ganz;;E.T.;
6963;6;Schimmel;ekelt sich;;;;;;ekelt sich;Ekel;;;E.T.;
6963;7;Geburtstag;ganz fröhlich;;;;;;ganz fröhlich;fröhlich;ganz;;E.T.;
6963;8;Offene Hose;Angst;;;;;;Angst;ängstlich;;;E.T.;
6963;9;Igel;wütend auf Freund;;;;;;wütend;wütend;;;E.T.;
6963;10;Das aus Schachtel, Auto;wütend, weil ers nicht bauen kann;;;;;;wütend;wütend;;;E.T.;
2361;1;Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
2361;2;wurde von LKW überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
2361;3;Schokolade;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
2361;4;möchte Mäuse fangen, Ruhe haben;traurig;;;;;;traurig;traurig;;;E.T.;
2361;5;Arm von Mama;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
2361;6;Schimmel;beleidigt;;;;;;99;99;;;BS;3.0
2361;7;Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
2361;8;weil er Angst hat, dass jemand seine Hose sieht;ängstlich;;;;;;Angst;ängstlich;;;BS;2.0
2361;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
2361;10;Legomodell;sauer;;;;;;sauer;sauer;;;E.T.;
6848;1;Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
6848;2;wurde überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
6848;3;Tafel Schokolade;-;;;;;;99;99;;;BS;3.0
6848;4;will nicht mehr spielen;traurig;;;;;;traurig;traurig;;;E.T.;
6848;5;Arm der Mutter;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
6848;6;Schimmel;Ekel;;;;;;Ekel;Ekel;;;E.T.;
6848;7;zum Geburtstag;fröhlich, Freude;;;;;;Freude;Freude;;;BS;2.0
6848;8;Hose offen;-;;;;;;99;99;;;BS;3.0
6848;9;Igel;ärgert sich, böse;;;;;;ärgert sich;Ärger ;;;BS;2.0
6848;10;Spielzeug;wütend;;;;;;wütend;wütend;;;E.T.;
7242;1;mit Monster;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
7242;2;runtergefallen->LWK->platt;traurig;;;;;;traurig;traurig;;;E.T.;
7242;3;Schokolade;gut;;weil er Schokolade will;aufregend;;;aufregend;aufgeregt;;;BS;2.0
7242;4;spielt lange nicht;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
7242;5;auf Schoß von Mama;fühl sich sicher;;;;;;99;99;;;BS;3.0
7242;6;Schimmel;eklig;;;;;;eklig;Ekel;;;E.T.;
7242;7;Geburtstag;überraschend;;;;;;überraschend;Überraschung;;;BS;3.0
7242;8;Hose offen;keine Ahnung;;;;;;99;99;;;BS;3.0
7242;9;Igel;unfair;;;;;;99;99;;;BS;3.0
7242;10;Ein Spielzeug;schlecht ;;wolle unbedingt, macht, klappt nicht;wütend;;;schlecht;negativ;;;BS;2.0
7215;1;den mit dem Monster;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
7215;2;ist unterm Auto + kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
7215;3;dass ihre Mutter eine Tafel Schokolade in Schrank nimmt;/;;;;;;99;99;;;BS;3.0
7215;4;will nicht mehr mit ihr spielen;nicht gut;;/;;;;nicht gut;negativ;;;BS;2.0
7215;5;im Arm;toll;;/;;;;toll;positiv;;;E.T.;
7215;6;Schimmel;nicht gut;;/;;;;nicht gut;negativ;;;BS;2.0
7215;7;von ihrer Freundin;gut;;toll;;;kurze Unterbrechung, weil Tablet umgekippt;gut;positiv;;;BS;2.0
7215;8;weil ihre Hose offen ist;nicht gut;;/;;;;nicht gut;negativ;;;BS;2.0
7215;9;den Igel;nicht gut;;/;;;Unterbrechung: Kind geht auf's Klo 4 Min;nicht gut;negativ;;;BS;2.0
7215;10;das Auto auf dem Karton;nicht gut;;/;;;;nicht gut;negativ;;;BS;2.0
1676;1;Film von Monster;hat Angst;;;;;;Angst;ängstlich;;;E.T.;
1676;2;auf Straße gefallen und Laster drüber gefahren;er ist traurig;;;;;;traurig;traurig;;;E.T.;
1676;3;wie die Mama die Schokolade hat; traurig;;;;;;traurig;traurig;;;E.T.;
1676;4;vielleicht krank oder hat etwas ;traurig um ihre Katze;;;;;;traurig;traurig;;;E.T.;
1676;5;Schoß von ihrer Mama;glücklich;;;;;;glücklich;glücklich;;;E.T.;
1676;6;Schimmel;Uäh, sie will ihn nicht;;;;;;99;99;;;BS;3.0
1676;7;hat vielleicht Geburtstag/ besonderer Tag;glücklich;;;;;;glücklich;glücklich;;;E.T.;
1676;8;es ist ihr ein bisschen peinlich;peinlich, hat Angst, dass andere sie sehen;;;;peinlich;;peinlich;peinlich;;;BS;2.0
1676;9;den Igel;böse, weil die Freundin ihn einfach weggejagt hat;;;;;;böse;negativ;;;E.T.;
1676;10;das Spielzeugmodell;ärgerlich, dass sie das nicht konnte;;;;;;ärgerlich;Ärger;;;E.T.;
5916;1;Monster-Film;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
5916;2;er ist kaputt und überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
5916;3;Kartoffeln;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
5916;4;die will nur schlafen;nicht gut;;nicht gut;traurig;;;traurig;traurig;;;BS;2.0
5916;5;auf seiner Mama;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
5916;6;Kerze;weiß ich nicht;;;fröhlich;;;fröhlich;fröhlich;;;E.T.;
5916;7;zum Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
5916;8;weil er Angst hat, dass irgendjemand hinsieht;ängstlich;;;;;;Angst;ängstlich;;;BS;2.0
5916;9;den Igel;traurig;;;;;;traurig;traurig;;;E.T.;
5916;10;sein Auto;böse;;;;;;böse;negativ;;;E.T.;
7455;1;über Monster;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
7455;2;ist überfahren worden;traurig;;;;;;traurig;traurig;;;E.T.;
7455;3;die Schokolade;neidisch;;;;;;neidisch;neidisch;;;E.T.;
7455;4;will nicht mehr spielen;traurig,ängstlich;;;;;keine Notiz dazu, welches Gefühl am stärksten;traurig;traurig;;;BS;2.0
7455;5;im Arm von der Mama;froh;;;;;;froh;froh;;;E.T.;
7455;6;Schimmel;wütend;;;;;;wütend;wütend;;;E.T.;
7455;7;weil sie Geburtstag hat;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
7455;8;weil ihre Hose offen ist;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
7455;9;den igel;wütend;;;;;;wütend;wütend;;;E.T.;
7455;10;das Auto;wütend;;;;;;wütend;wütend;;;E.T.;
1039;1;Monsterfilm;traurig;;;;;;traurig;traurig;;;E.T.;
1039;2;ist überfahren worden;traurig;;;;;;traurig;traurig;;;E.T.;
1039;3;die Schokolade;ärgerlich;;;;;;ärgerlich;Ärger;;;E.T.;
1039;4;die ist krank;traurig;;;;;;traurig;traurig;;;E.T.;
1039;5;im Arm;gut;;;;;;gut;positiv;;;E.T.;
1039;6;Riss;ärgerlich;;;;;;ärgerlich;Ärger;;;E.T.;
1039;7;von seiner Mutter;gut;;;;;;gut;positiv;;;E.T.;
1039;8;weil die Hose offen ist;schlecht;;;;;;schlecht;negativ;;;E.T.;
1039;9;Igel;traurig;;;;;;traurig;traurig;;;E.T.;
1039;10;Bild auf dem Karton;traurig;;;;;;traurig;traurig;;;E.T.;
3612;1;Monsterfilm;ganz ängstlich;;;;;;ganz ängstlich;ängstlich;ganz;;E.T.;
3612;2;hat ihr Teddy verloren;ganz traurig;;;;;;ganz traurig;traurig;ganz;;E.T.;
3612;3;die Schokolade;sehr glücklich;;;;;;sehr glücklich;glücklich;sehr;;E.T.;
3612;4;sie hat seit 2 Tagen nicht gespielt;ganz traurig/ besorgt;;;;traurig;;besorgt;besorgt;;;BS;2.0
3612;5;im Arm der Mutter;ganz glücklich;;;;;;ganz glücklich;glücklich;ganz;;E.T.;
3612;6;ein Schimmel;ganz traurig;;;;;;ganz traurig;traurig;ganz;;E.T.;
3612;7;als Dank vom Freund zum Geburtstag;ganz überrascht;;;;;;ganz überrascht;Überraschung;ganz;;E.T.;
3612;8;weil ihre Hose aufgerissen ist;ganz peinlich/ traurig;;;;traurig;;ganz peinlich;peinlich;ganz;;BS;2.0
