ID subject;vignette;Verständnisfrage;Frage 1;Nachfrage 1;Nachfrage 2;Nachfrage 3;Nachfrage 4;Bemerkung
3519;8;weil seine Hose offen ist;peinlich;;;;;
3519;9;den Igel;gemein, wütend;;;;;
3519;10;ein Spielzeugauto;doof;;;;;
8996;1;mit einem Monster;Angst haben;;;;;
8996;2;kaputt, Laster hat platt gefahren;traurig;;;;;
8996;3;Schokoladentafel;glücklich;;;;;
8996;4;will seit 2 Tagen nicht spielen;angst, traurig;;;;;
8996;5;im Arm ihrer Mutter;beschützt, glücklich;;;;;
8996;6;Schimmel;Ekel;;;;;
8996;7;Geburtstag;glücklich;;;;;
8996;8;wenn es jemand gesehen hat;sie schämt sich;;;;;
8996;9;Igel;wütend;;;;;
8996;10;was auf der Packung drauf ist;sauer, traurig;;;;;
1551;1;Monster-Film;Angst;;;;;Mutter mit im Raum
1551;2;ist ihr runtergefallen;Angst;;;;;
1551;3;hat eine Tafel Schokolade gesehen;freut sich;;;;;
1551;4;will nicht mehr spielen;macht sich Sorgen;;;;;
1551;5;in Mamas Arm;mag die Mama;fühlt sich gut;nein;;;
1551;6;Schimmel;nicht gut;;kann nicht genauer beschreiben;;;
1551;7;hat Geburtstag;fröhlich;;;;;
1551;8;weil ihre Hose offen war;Angst;;;;;
1551;9;den Igel;böse;;;;;
1551;10;was auf der Schachtel ist;böse;;;;;
7470;1;Monster;ängstlich;;;;;
7470;2;überfahren;traurig;;;;;
7470;3;Mama Schokolade auspackt;gut;;;;;
7470;4;nicht mit ihr spielen;nicht so gut;;;;;
7470;5;im Arm;gut;;;;;
7470;6;Schimmel;ekelig;;;;;
7470;7;Geburtstag;sehr gut;;;;;
7470;8;Hose offen;nicht so;;;;;
7470;9;Igel;sauer;;;;;
7470;10;Fahrzeug;nicht gut;;;;;
997;1;Monsterflm;hat Angst;;;;;
997;2;der Laster ist drüber gefahren;traurig;;;;;
997;3;die Schokolade;ich mag die haben, geb mir die sofort runter;;;;;
997;4;die ist müde;traurig;;;;;
997;5;bei Mama auf dem Schoß;Freude;;;;;
997;6;der ist schimmelig;bäh;;;;;2 geschaut
997;7;Zum Geburtstag ;Freude;;;;;
997;8;ich habs nicht gehört;weiß nicht;;;;;2x gesehen
997;9;Igel;wütend;;;;;2x
997;10;das Auto;traurig;;;;;2x
2474;1;Gruselfim;das Kind hat Angst;;;;;
2474;2;da kam ein Laster und hat ihren Teddy überfahren;traurig;;;;;
2474;3;dass ihre Mama Schokolade eingekauft hat;er möchte die Schokolade unbedingt haben, fröhlich und will die Schokolade essen;;;;;
2474;4;die Katze spielt nicht;besorgt;;;;;
2474;5;bei ihrer Mama;fröhlich;;;;;
2474;6;was stinkendes;ob sie es essen soll oder nicht;;;nicht essen;;
2474;7;zu ihrem Geburtstag;schön, fröhlich;;;;;
2474;8;weil es (die Kerze anzünden) nicht so geklappt hat ;ein bisschen sauer;;;;;
2474;9;die wollt von dem Igel ein Foto machen;traurig, dass sie den Igel nicht fotografieren kann;;;;;
2474;10;das (Spielzeug)auto;sauer, dass sie es nicht geschafft hat;;;;;
6963;1;Monsterfilm;hat große Angst;;;;;
6963;2;kaputt gegangen;ganz traurig;;;;;
6963;3;Schokolade;freut sich;;;;;
6963;4;vielleicht krank;verzweifelt;;;;;
6963;5;In Armen von Mutter;ist ganz froh;;;;;
6963;6;Schimmel;ekelt sich;;;;;
6963;7;Geburtstag;ganz fröhlich;;;;;
6963;8;Offene Hose;Angst;;;;;
6963;9;Igel;wütend auf Freund;;;;;
6963;10;Das aus Schachtel, Auto;wütend, weil ers nicht bauen kann;;;;;
2361;1;Monsterfilm;ängstlich;;;;;
2361;2;wurde von LKW überfahren;traurig;;;;;
2361;3;Schokolade;fröhlich;;;;;
2361;4;möchte Mäuse fangen, Ruhe haben;traurig;;;;;
2361;5;Arm von Mama;fröhlich;;;;;
2361;6;Schimmel;beleidigt;;;;;
2361;7;Geburtstag;fröhlich;;;;;
2361;8;weil er Angst hat, dass jemand seine Hose sieht;ängstlich;;;;;
2361;9;Igel;wütend;;;;;
2361;10;Legomodell;sauer;;;;;
6848;1;Monsterfilm;ängstlich;;;;;
6848;2;wurde überfahren;traurig;;;;;
6848;3;Tafel Schokolade;-;;;;;
6848;4;will nicht mehr spielen;traurig;;;;;
6848;5;Arm der Mutter;fröhlich;;;;;
6848;6;Schimmel;Ekel;;;;;
6848;7;zum Geburtstag;fröhlich, Freude;;;;;
6848;8;Hose offen;-;;;;;
6848;9;Igel;ärgert sich, böse;;;;;
6848;10;Spielzeug;wütend;;;;;
7242;1;mit Monster;ängstlich;;;;;
7242;2;runtergefallen->LWK->platt;traurig;;;;;
7242;3;Schokolade;gut;;weil er Schokolade will;aufregend;;
7242;4;spielt lange nicht;ängstlich;;;;;
7242;5;auf Schoß von Mama;fühl sich sicher;;;;;
7242;6;Schimmel;eklig;;;;;
7242;7;Geburtstag;überraschend;;;;;
7242;8;Hose offen;keine Ahnung;;;;;
7242;9;Igel;unfair;;;;;
7242;10;Ein Spielzeug;schlecht ;;wolle unbedingt, macht, klappt nicht;wütend;;
7215;1;den mit dem Monster;ängstlich;;;;;
7215;2;ist unterm Auto + kaputt;traurig;;;;;
7215;3;dass ihre Mutter eine Tafel Schokolade in Schrank nimmt;/;;;;;
7215;4;will nicht mehr mit ihr spielen;nicht gut;;/;;;
7215;5;im Arm;toll;;/;;;
7215;6;Schimmel;nicht gut;;/;;;
7215;7;von ihrer Freundin;gut;;toll;;;kurze Unterbrechung, weil Tablet umgekippt
7215;8;weil ihre Hose offen ist;nicht gut;;/;;;
7215;9;den Igel;nicht gut;;/;;;Unterbrechung: Kind geht auf's Klo 4 Min
7215;10;das Auto auf dem Karton;nicht gut;;/;;;
1676;1;Film von Monster;hat Angst;;;;;
1676;2;auf Straße gefallen und Laster drüber gefahren;er ist traurig;;;;;
1676;3;wie die Mama die Schokolade hat; traurig;;;;;
1676;4;vielleicht krank oder hat etwas ;traurig um ihre Katze;;;;;
1676;5;Schoß von ihrer Mama;glücklich;;;;;
1676;6;Schimmel;Uäh, sie will ihn nicht;;;;;
1676;7;hat vielleicht Geburtstag/ besonderer Tag;glücklich;;;;;
1676;8;es ist ihr ein bisschen peinlich;peinlich, hat Angst, dass andere sie sehen;;;;peinlich;
1676;9;den Igel;böse, weil die Freundin ihn einfach weggejagt hat;;;;;
1676;10;das Spielzeugmodell;ärgerlich, dass sie das nicht konnte;;;;;
5916;1;Monster-Film;ängstlich;;;;;
5916;2;er ist kaputt und überfahren;traurig;;;;;
5916;3;Kartoffeln;fröhlich;;;;;
5916;4;die will nur schlafen;nicht gut;;nicht gut;traurig;;
5916;5;auf seiner Mama;fröhlich;;;;;
5916;6;Kerze;weiß ich nicht;;;fröhlich;;
5916;7;zum Geburtstag;fröhlich;;;;;
5916;8;weil er Angst hat, dass irgendjemand hinsieht;ängstlich;;;;;
5916;9;den Igel;traurig;;;;;
5916;10;sein Auto;böse;;;;;
7455;1;über Monster;ängstlich;;;;;
7455;2;ist überfahren worden;traurig;;;;;
7455;3;die Schokolade;neidisch;;;;;
7455;4;will nicht mehr spielen;traurig,ängstlich;;;;;keine Notiz dazu, welches Gefühl am stärksten
7455;5;im Arm von der Mama;froh;;;;;
7455;6;Schimmel;wütend;;;;;
7455;7;weil sie Geburtstag hat;fröhlich;;;;;
7455;8;weil ihre Hose offen ist;ängstlich;;;;;
7455;9;den igel;wütend;;;;;
7455;10;das Auto;wütend;;;;;
1039;1;Monsterfilm;traurig;;;;;
1039;2;ist überfahren worden;traurig;;;;;
1039;3;die Schokolade;ärgerlich;;;;;
1039;4;die ist krank;traurig;;;;;
1039;5;im Arm;gut;;;;;
1039;6;Riss;ärgerlich;;;;;
1039;7;von seiner Mutter;gut;;;;;
1039;8;weil die Hose offen ist;schlecht;;;;;
1039;9;Igel;traurig;;;;;
1039;10;Bild auf dem Karton;traurig;;;;;
3612;1;Monsterfilm;ganz ängstlich;;;;;
3612;2;hat ihr Teddy verloren;ganz traurig;;;;;
3612;3;die Schokolade;sehr glücklich;;;;;
3612;4;sie hat seit 2 Tagen nicht gespielt;ganz traurig/ besorgt;;;;traurig;
3612;5;im Arm der Mutter;ganz glücklich;;;;;
3612;6;ein Schimmel;ganz traurig;;;;;
3612;7;als Dank vom Freund zum Geburtstag;ganz überrascht;;;;;
3612;8;weil ihre Hose aufgerissen ist;ganz peinlich/ traurig;;;;traurig;
3612;9;einen Igel;ganz wütend;;;;;
3612;10;einen Turm;ganz wütend/ ganz traurig;;;;traurig;
5890;1;Monsterfilm;Angst;;;;;
5890;2;hat sich gerammt;traurig;;;;;
5890;3;Schokolade;toll, freut sich;;;;;
5890;4;ist krank;traurig;;;;;
5890;5;auf seiner Mutter;toll;;nee;;;
5890;6;riesiges Stück Schimmel;iih,traurig;;;;;
5890;7;Geburtstag;toll;;nein;;;
5890;8;weil die Hose runtergerutscht ist;doof;;nein;;;
5890;9;den Igel;sauer;;;;;
5890;10;das Lego;sauer;;;;;
3506;1;Monsterfilm;Angst;;;;;
3506;2;kaputt gegangen, weil Kipplaster drüber gefahren;traurig;;;;;
3506;3;die Schokolade;hungrig;;riesigen Hunger;;;
3506;4;will nicht mehr spielen;macht sich Sorgen;;;;;
3506;5;im Arm von ihrer Mutter;fröhlich;;;;;
3506;6;Schimmel;eklig;;;;;
3506;7;Geburtstag;fröhlich;;;;;
3506;8;weil ihre Hose offen ist;"""hoffentlich hat das keiner gesehen""";;;weiß nicht;;
3506;9;Igel;wütend;;;;;
3506;10;das Auto;wütend;;;;;
3724;1;Monsterfilm;hat Angst;;;;;
3724;2;Laster hat ihn überfahren;traurig;;;;;
3724;3;Schokoladentafel, möchte sie aufessen bis sie fett ist;fröhlich;;;;;
3724;4;schläft;besorgt;;;;;
3724;5;in Mamas Armen;glücklich;;;;;
3724;6;riesiger Schimmelfleck;ich weiß dazu grad kein Gefühl;;;;;
3724;7;für ihren Geburtstag;glücklich;;;;;
3724;8;ihre Hose ist offen;hat Angst, dass es jemand gesehen hat;;;;;
3724;9;Igel;böse;;;;;
3724;10;das Auto;wütend;;;;;
4532;1;Monsterfilm;er hat Angst;;;;;
4532;2;er wurde überfahren;traurig;;;;;
4532;3;die Schokoladentafel;wütend;;;;;
4532;4;sie will nicht mehr spielen;er wundert sich;;;;;
4532;5;er kuschelt mit der Mama;sicher;;;gut, fröhlich;;
4532;6;Schimmel;nicht gut;;ekelig;;;
4532;7;weil er Geburtstag;fröhlich;;;;;
4532;8;weil seine Hosen offen steht;peinlich;;nicht gut;;;
4532;9;den Igel;wütend;;;;;
4532;10;Lego-Modell;genervt;;;;;
1714;1;mit Monster;Angst;;;;;
1714;2;Auto darübergefahren;traurig;;;;;
1714;3;Mutter Tafel Schokolade in Schrank räumt;/;;;;;
1714;4;spielt nicht mehr mit ihr;erschrocken, besorgt;;;;besorgt;
1714;5;im Arm von Mutter;glücklich;;;;;
1714;6;Schimmel;ekelt sich;;;;;
1714;7;/ --> Geburtstag;glücklich;;;;;2x Frage gestellt
1714;8;Hose offen;/;;;;;
1714;9;Igel;sauer;;;;;
1714;10;Bausteine Karton;sauer, wütend;;;;wütend;
7488;1;Monsterfilm;Angst;;;;;
7488;2;wurde überfahren;traurig;;;;;
7488;3;?;schön, was er haben will;;;;;
7488;4;spielt nicht;traurig;;;;;
7488;5;Schoß von Mama;fröhlich;;;;;
7488;6;Schimmel;ecklig;;;;;
7488;7;Geburtstag;großartig;;;;;
7488;8;Weil sein Knopf offen ist;Angst;;;;;
7488;9;Igel;böse;;;;;
7488;10;Legospielzeug;-;;;;;
7140;1;Gruselfilm;ängstlich;;;;;
7140;2;kaputtgegangen;traurig;;;;;
7140;3;Tafel Schokolade;keine Ahnung;;;;;
7140;4;will nur schlafen;Sorgen;;;;;2x
7140;5;Schoß Mutter;fröhlich;;;;;
7140;6;Schimmel;enttäuscht;;;;;
7140;7;Geburtstag;fröhlich;;;;;
7140;8;Hose kaputt;ängstlich;;;;;
7140;9;Igel;wütend;;;;;
7140;10;Fahrzeug auf Box;wütend;;;;;
1622;1;Monsterfilm;Angst;;;;;
1622;2;LKW drübergefahren;traurig;;;;;
1622;3;Mutter räumt Schokolade aus Einkauf;gut;;;;;
1622;4;will nicht mehr spielen;Angst;;;;;
1622;5;im Schoß von Mutter;geborgen;;;;;
1622;6;großen schwarzen Fleck;angeeckelt;;;;;
1622;7;Geburtstag;fühlt sich gut;;;;;
1622;8;weil seine Hose offen ist;peinlich;;;;;
1622;9;Igel;traurig, sauer;;;;;
1622;10;Fahrzeug auf der Schachtel;traurig;;;;;
8236;1;ganz gruseligen Film mit Dinos;schlecht;;Angst;;;Mutter komplette Sitzung dabei
8236;2;Straße liegen geblieben -> Auto drüber;schlecht;;traurig;;;
8236;3;Schokoladentafel;fröhlich;;;;;
8236;4;macht nickerchen ;traurig;;;;;
8236;5;auf seiner Mutter;fröhlich;;;;;
8236;6;Schimmel;schlecht;;traurig;;;
8236;7;wenn man älter wird, bekommt man immer Geschenke;freut sich;;;;;
8236;8;denkt, die lachen, weil Hose offen;traurig;;;;;
8236;9;einen Igel;wütend;;;;;
8236;10;vielleicht noch nicht alt genug, um das zu bauen;wütend;;;;;
1331;1;Monster;ängstlich;;;;;
1331;2;Loch haben;traurig;;;;;
1331;3;Schokoladentafel ;glücklich;;;;;
1331;4;ist krank;traurig;;;;;
1331;5;in den Armen ihrer Mutter;glücklich;;;;;
1331;6;wirft ihn weg, Schimmelfleck ;ekelhaft;;;;;
1331;7;Zum Geburtstag;glücklich;;;;;
1331;8;sie glaubt alle lachen sie aus;hat Angst;;;;;
1331;9;Igel;wütend;;;;;
1331;10;Auto;wütend;;;;;
6803;1;Monster;ganz traurig;;;;;
6803;2;übergefahren;wollte nicht, dass der übergefahren wurde;;;traurig;;
6803;3;die Schokolade;dass sie die Schokolade will;;;/;;
6803;4;ist tot;ganz traurig;;;;;
6803;5;auf dem Schoß;ganz gut;;/;;;
6803;6;faul;ganz wütend;;;;;
6803;7;von Geburtstag;ganz ganz wohl;;freuen;;;
6803;8;weil sie nicht möchte, dass jemand es sieht;ganz so traurig;;;;;
6803;9;den Igel;ganz wütend;;;;;
6803;10;das Auto, was da drauf ist;ganz wütend ;;;;;
4432;1;Monsterfilm;nicht gut;;sie hat Angst vor Monster;;;
4432;2;Teddy fällt runter & ist kaputt;nicht gut;;Teddy ist verloren;;;
4432;3;Mutter räumt Schokolade in Schrank;gut;;weil Schokolade im Schrank;;;
4432;4;will nicht mehr spielen;nicht gut;;weil Katze nicht aufsteht;;;
4432;5;auf Bauch von Mama;gut;;;;;
4432;6;Schimmel;nicht gut;;;;;
4432;7;von einer Freundin;gut;;;;;
4432;8;Hosestall ist offen;nicht gut;;;;;
4432;9;Igel;nicht gut;;;;;
4432;10;Spielzeug wie auf Bild;nicht gut;;;;;
7324;1;Ein Film wo jemand verkleidet ist;ängstlich;;;;;
7324;2;er wurde von einem Lastwagen überfahren;traurig;;;;;
7324;3;dass Mutter den Einkauf einräumt;hungrig;;;;;
7324;4;sie spielt nicht mehr;traurig;;;;;
7324;5;auf Mamas Schoß;fröhlich;;;;;
7324;6;Schimmel;traurig;;;;;
7324;7;zum Geburtstag;glücklich;;;;;
7324;8;weil sie denkt: hoffentlich hat es keiner gesehen;traurig;;;;;
7324;9;den Igel;traurig;;;;;
7324;10;das was auf der Lego Schachtel war;traurig;;;;;
3930;1;Monsterfilm;Angst;;;;;
3930;2;übergefahren, ganz Wolle raus;traurig;;;;;
3930;3;Schokolade;will das gerne haben -> man könnte einen Stuhl;;;;;
3930;4;will nur Maus fangen, findet keine;Angst;;;;;
3930;5;auf Mamas Schoss;fröhlich;;;;;
3930;6;Schimmel;eklig;;;;;
3930;7;Geburtstag;freut sich;;;;;
3930;8;Angst, dass andere über sie lachen;Angst;;;;;
3930;9;Igel;böse;;;;;
3930;10;Auto;sauer;;;;;
9265;1;mit einem Monster;ängstlich;;;;;
9265;2;kaputt;traurig;;;;;
9265;3;Mutter Schokolade vom Einkauf;fröhlich;;;;;
9265;4;nicht mehr spielen;nervös;;;;;
9265;5;auf der Mama;fröhlich;;;;;
9265;6;Schimmel;traurig;;;;;
9265;7;Geburtstag;fröhlich;;;;;
9265;8;Hose offen;unsicher;;;;;
9265;9;Igel auf er Wiese;traurig;;;;;
9265;10;Model auf Legokiste;traurig;;;;;
4205;1;Monster unter Bett;schlecht;;dass das Monster es beißt;;;
4205;2;der Lastwagen ist drüber gefahren, weil er ihn verloren hat;schlecht;;gar nicht so gut;;;
4205;3;die Schokolade;gut, weil er die Schokolade will;;;;;
4205;4;sie spielt seit 2 Tagen nicht;schlecht;;;;;
4205;5;im Bett;sie fühlt sich gut, weil er schlafen kann;;;;;
4205;6;"das ist nicht schön, wenn man beim Essen ""igitt"" sagt, er entdeckt etwas nicht leckeres";nicht gut;;;;;
4205;7;weil er Geburtstag hat;gut;;;;;
4205;8;weils die Kerze angezündet hat und das dürfen die Kinder nicht. Hat Angst, dass jemand das gesehen hat;nicht so gut;;;;;
4205;9;die Räuber;gut, dass er ein Foto von denen kriegt;;;;;
4205;10;es wollte das bauen, wo auf dem Karton drauf war;nicht so gut;;dass es ihm ganz schlecht;;;
3875;1;Monsterfilm;weiß nicht;;;;;
3875;2;weiß nicht;weiß nicht;;;;;
3875;3;Schokolade;ich will das haben;;;;;
3875;4;?;?;;;;;
3875;5;-;weiß nicht;;;;;
3875;6;weiß nicht;weiß nicht;;;;;
3875;7;weiß nicht;toll;;;;;
3875;8;weiß nicht;weiß nicht;;;;;
3875;9;weiß nicht;weiß nicht;;;;;
3875;10;weiß nicht;weiß nicht;;;;;
5444;1;Monsterfilm;ängstlich;;;;;
5444;2;er wurde überfahren;traurig;;;;;
5444;3;Schokoladentafel;glücklich;;;;;
5444;4;sie hat keine Lust zu spielen;nervös;;;;;
5444;5;Schoß von seiner Mama;glücklich;;;;;
5444;6;Schimmel;dass es eklig ist;;;;;
5444;7;zu seinem Geburtstag;glücklich;;;;;
5444;8;er hat Angst, dass jemand sieht, dass seine Hose offen ist;nervös;;;;;
5444;9;Igel;verzweifelt;;;;;
5444;10;Lego;wütend;;;;;
9461;1;Monster;ängstlich;;;;;
9461;2;kaputt;traurig;;;;;
9461;3;will das haben;traurig;;;;;
9461;4;krank;traurig;;;;;
9461;5;bei der Mama;gut;;gut;;;
9461;6;Kerze;traurig;;;;;
9461;7;Nikolaus;toll;;weiß nicht;;;
9461;8;Hose gerissen;traurig;;;;;
9461;9;Igel;wütend;;;;;
9461;10;Turm;traurig;;;;;
7266;1;gruselig;sie hat Angst;;;;;
7266;2;kaputt;traurig;;;;;
7266;3;Mama räumt Schokolade in Schrank;-;;;;;
7266;4;sie denkt, dass sie krank ist;nicht gut;;;;;
7266;5;im Arm von ihrer Mama;-;;;;;
7266;6;Schimmel;Ekel;;;;;
7266;7;sie hat Geburtstag ;toll;;;;;
7266;8;die Hose ist offen;komisch;;;;;
7266;9;Igel;-;;;;;
7266;10;Auto;-;;;;;
3229;1;Monster;Angst;;;;;
3229;2;kaputt gegangen;traurig;;;;;
3229;3;Mutter packt Einkauf aus, will Schokolade;kann nicht warten;;;aufgeregt;;
3229;4;krank;nicht gut;;traurig;;;
3229;5;im Arm ihrer Mutter;glücklich;;;;;
3229;6;Schimmel;eklig;;;;;
3229;7;hat Geburtstag;freut sich;;;;;
3229;8;hat Kerze angezündet;fühlt sich peinlich;;;;;
3229;9;Igel;sauer;;;;;
3229;10;Auto;traurig;;;;;
3261;1;Über Monster;ängstlich;;;;;
3261;2;Auto drübergefahren;traurig;;;;;
3261;3;Mutter Tafel Schoko in Schrank;will Schoko unbedingt haben;;;fühlt sich entschlossen;;
3261;4;will nicht mehr spielen;traurig;;;;;
3261;5;im Arm der Mutter;glücklich;;;;;
3261;6;Schimmel;angewidert ;;;;;
3261;7;hat Geburtstag;toll;;nein;;;
3261;8;Hose steht offen;Angst;;;;;
3261;9;Igel;sauer;;;;;
3261;10;Legomodellauto;doof;;will unbedingt haben/machen;nervös;;
1297;1;Monsterfilm;ängstlich;;;;;
1297;2;Straße gefallen;traurig;;;;;
1297;3;Mutter Schokolade ;aufgeregt;;;;;
1297;4;seit Tagen nicht spielen;hofft, dass Katze gesund;;;weiß nicht;;
1297;5;Schoß Mama;sicher;;;;;
1297;6;Schimmel;weiß nicht;;;;;
1297;7;Geburtstag;fröhlich;;;;;
1297;8;weil sie peinlich ist;schlecht ;;hofft, dass es keiner entdeckt;unwohl;;Kind hat Emotion schon bei der Wissensfrage genannt + schien verwirrt, dass ich nochmal nach Gefühl frage
1297;9;Igel;grantig;;;;;
1297;10;Spielzeugfahrzeug;traurig;;;;;
1256;1;Monster;Angst;;;;;
1256;2;wude überfahren;traurig;;;;;
1256;3;wie Mama ausgepackt hat;fröhlich;;;;;
1256;4;bestimmt krank ;traurig;;;;;
1256;5;auf der Mama, Schoss;sicher;;;;;
1256;6;Fleck Schimmel ;traurig;;;;;
1256;7;für die Schule ;fröhlich;;;;;
1256;8;weil es blöd ist, wenn ein andere etwas sieht, was er nicht darf;traurig;;;;;
1256;9;den Igel;traurig;;;;;
1256;10;Modell;sauer;;;;;
8186;1;mit einem Monster;ängstlich;;;;;
8186;2;wurde überfahren;traurig;;;;;
8186;3;Schokolade;neugierig;;;;;
8186;4;ruht sich aus oder ist krank;ängstlich;;;;;
8186;5;in den Armen von seiner Mama;sicher und fröhlich;;;;sicher;
8186;6;Stück Schimmel;Ekel;;;;;
8186;7;zum Geburtstag, zu Weihnachten;fröhlich + überrascht;;;;fröhlich;
8186;8;weil der ängstlich ist;ängstlich;;;;;
8186;9;den Igel;wütend + gemein;;;;wütend;
8186;10;ein Legoauto;enttäuscht +wütend;;;;enttäuscht;
2667;1;Monsterfilm;weiß ich nicht;;;sie ist traurig;;
2667;2;der wurde überfahren;die ist traurig über ihren Teddy;;;;;
2667;3;die Schokolade;unbewohnt;;schlecht;;;
2667;4;die ist krank;die findet das ein bisschen traurig;;;;;
2667;5;auf ihrer Mama;gut;;einfach gut;;;
2667;6;eine Kerze;weiß ich nicht so genau;;;nicht gut;;
2667;7;wegen ihrem Geburtstag;schön findet sie das;;gut;;;
2667;8;wegen ihre Hose verbrannt war;nicht schön;;;;;
2667;9;den igel;unbewohnt;;;;;
2667;10;Das Modell;sauer;;;;;
5589;1;Monsterfilm;Angst;;;;;
5589;2;auf die Straße gefallen, überfahren, kaputt;traurig;;;;;
5589;3;wie Mama eine Schokolade in Schrank gelegt;Appetit;;;gefreut;;
5589;4;Katze ist vielleicht krank;traurig;;;;;
5589;5;auf Mamas Schoß;glücklich;;;;;
5589;6;Schimmel;eklig;;;;;
5589;7;hatte Geburtstag;hat sich gefreut;;;;;
5589;8;weil die Hose kaputt war;hatte Angst, dass sie jemand sieht;;;;;
5589;9;Igel;ganz doll sauer;;;;;
5589;10;das Lego-Modell;sauer und enttäuscht;;;;eher enttäuscht;
2691;1;mit Monstern;traurig;;;;;
2691;2;er ist kaputt gegangen;traurig;;;;;
2691;3;die Schokolade;aufgeregt;;;;;
2691;4;sie ist krank;traurig;;;;;
2691;5;auf ihrer Mama;fröhlich;;;;;
2691;6;Schimmel;eklig;;;;;
2691;7;von ihrer Mama;fröhlich;;;;;
2691;8;weil die Hose offen war;traurig;;;;;
2691;9;den Igel;traurig;;;;;
2691;10;das Auto;traurig;;;;;
6992;1;Monsterfilm;hat Angst;;;;;"Kind sagt auch auf Nachfrage nichts außer ""gut"""
6992;2;auf die Straße gefallen;traurig;;;;;
6992;3;Seine Mama tut eine Tafel Schokolade in den Schrank + will sie essen, aber er kommt nicht ran;gut;;;;;
6992;4;will seit 2 Tagen nicht spielen;nicht gut;;;;;
6992;5;in den Armen von seiner Mama;gut;;;;;
6992;6;"ein Schimmel, sagt: ""Igitt!""";gut;;;;;
6992;7;weil er Geburtstag hat;gut;;;;;
6992;8;weil seine Hose aufgegangen ist;nicht so gut;;;;;
6992;9;einen Igel;nicht gut, genervt;;;;;
6992;10;"Spielzeug wie auf der Kiste; er kann seine Eltern fragen, ob sie ihm helfen";nicht gut;;;;;
8476;1;Monsterfilm;ängstlich;;;;;
8476;2;kaputt;traurig;;;;;
8476;3;Mutter räumt Schokolade da hoch;gut;;-;;;
8476;4;ist krank;traurig + Sorgen;;;;nicht glücklich;
8476;5;von der Mutter aufm Schoß;gut;;sehr sehr gut;;;
8476;6;Schimmel;nicht gut;;-;;;
8476;7;wegen ihrem Geburtstag;schön;;dankbar;;;
8476;8;Hose auf;peinlich;;;;;
8476;9;Igel;doof;;nicht gut/ toll;;;
8476;10;das Auto;enttäuscht;;;;;
7940;1;ein Monsterfilm;ängstlich;;;;;
7940;2;er ist auf Straße verloren geg. + LKW drüber;traurig;;;;;
7940;3;wie Mama Schoki ins Regal stellt;fröhlich + wütend, weil keine Schoki;;;;fröhlich;
7940;4;will nicht mehr spielen;traurig;;;;;
7940;5;im Arm seiner Mama;fröhlich;;;;;
7940;6;ein Schimmel;traurig, weil ein Schimmel;;;;;
7940;7;zum Geburtstag;fröhlich;;;;;
7940;8;weil seine Hose offen steht;traurig;;;;;
7940;9;einen Igel;traurig + wütend;;;;wütend;
7940;10;das Lego;traurig;;;;;
8891;1;Monster;Angst;;;;;
8891;2;Lastwagen drüberfahren;traurig;;;;;
8891;3;Schokitafel;glücklich;;;;;
8891;4;spielt nicht mehr;traurig;;;;;
8891;5;auf der Mama;glücklich;;;;;
8891;6;Dreck;traurig;;;;;
8891;7;von Gotti vielleicht;glücklich;;;;;
8891;8;Hose kaputt;traurig;;;;;
8891;9;Igel;verruckt (Schweizer für wütend);;;;;
8891;10;das, was draufsteht;verruckt;;;;;
4868;1;über ein Monster;nicht so gut;;er hat Angst;;;
4868;2;platt gefahren;traurig;;;;;
4868;3;wie seine Mama die Schokolade in den Schrank geräumt hat;gut;;aufgeregt;;;
4868;4;badet;ängstlich;;;;;
4868;5;bei seiner Mutter;froh;;;;;
4868;6;Schimmel;wütend;;;;;
4868;7;weil er Geburtstag hat;richtig froh;;;;;
4868;8;wegen der Kerze;traurig;;;;;
4868;9;einen Igel;sauer;;böse;;;keine Notiz, warum Nachfrage gestellt wurde
4868;10;Lego;wütend;;;;;
3397;1;Monster, die unter Betten verstecken;ängstlich;;;;;
3397;2;umgefahren;traurig;;;;;
3397;3;Mutter räumt Schokolade ein;fröhlich;;;;;
3397;4;zu alt;traurig;;;;;
3397;5;Armen ihrer Mutter;gut;;weil denkt ihr passiert nichts;fröhlich;;
3397;6;Schimmel;schlecht;;nein;;;
3397;7;Geburtstag;fröhlich;;;;;
3397;8;Hose offen;keine Ahnung;;;;;
3397;9;Igel;sauer;;;;;
3397;10;Auto;traurig;;;;;
7063;1;Monster;traurig;;;;;
7063;2;überfahren;traurig;;;;;
7063;3;wie Katze im Korb liegt;?;;;;;
7063;4;?;?;;;;;
7063;5;im Arm von Mama;sicher;;;;;
7063;6;großes Schimmelfleck ;Ähm?;;;;;
7063;7;zum Geburtstag;fröhlich;;;;;
7063;8;Hose ist offen;Ähm?;;;;;
7063;9;Igel;traurig;;;;;
7063;10;Spielzeug;?;;;;;
9485;1;gruseliger Film;sie fürchtet sich;;;;;
9485;2;sie lässt ihn fallen aus Versehen;traurig;;;;;
9485;3;Mama hat Schokolade aus Tasche und in den Schrank gelegt;hungrig und möchte das haben;;;;;
9485;4;die Katze ist müde, Katzen sind nachtaktiv;traurig, macht sich Sorgen;;;;;
9485;5;auf dem Schoß von ihrer Mutter;glücklich;;;;;
9485;6;Fleck Schimmel, den kann man wegschneiden;traurig, weil kein Kuchen mehr da ist und das Wohnzimmer riecht jetzt;;;;;
9485;7;sie hat Geburtstag ;Die Schwester fühlt sich vielleicht eifersüchtig;fröhlich;;;;
